Case Number,Block,Description,Location Description,Arrest,Year,Latitude,Longitude
HJ680425,077XX S SANGAMON ST,GAME/DICE,SIDEWALK,True,2003,41.754,-87.648
HT495765,001XX S LOTUS AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2011,41.879,-87.762
HL728067,050XX N BROADWAY,GAME/AMUSEMENT DEVICE,GROCERY FOOD STORE,True,2005,41.973,-87.660
HP649589,055XX W KAMERLING AVE,GAME/DICE,SIDEWALK,True,2008,41.905,-87.765
HT383043,052XX W CONGRESS PKWY,GAME/DICE,OTHER,True,2011,41.874,-87.756
HK528989,015XX E 67TH PL,GAME/DICE,SIDEWALK,True,2004,41.772,-87.588
HN552472,043XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2007,41.878,-87.734
HR537105,055XX S HALSTED ST,GAME/DICE,SIDEWALK,True,2009,41.793,-87.645
JA250998,0000X N LECLAIRE AVE,GAME/DICE,SIDEWALK,True,2017,41.881,-87.753
HP373588,023XX S STATE ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2008,41.850,-87.627
HL561568,042XX W DIVISION ST,GAME/DICE,ALLEY,True,2005,41.903,-87.732
HR329310,002XX N LAPORTE AVE,GAME/DICE,SIDEWALK,True,2009,41.885,-87.749
HR388959,084XX S MUSKEGON AVE,GAME/DICE,ALLEY,True,2009,41.742,-87.555
HX227565,047XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2014,41.876,-87.744
G145410,106XX S TORRENCE AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.702,-87.560
HS619975,052XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2010,41.878,-87.756
HL511750,036XX W DOUGLAS BLVD,GAME/DICE,SIDEWALK,True,2005,41.862,-87.717
G675358,031XX W DOUGLAS BL,GAME/DICE,SIDEWALK,True,2001,41.862,-87.704
HM348708,013XX N HUDSON AVE,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2006,41.907,-87.640
HN608198,011XX N KEYSTONE AVE,GAME/DICE,SIDEWALK,True,2007,41.901,-87.727
HK520537,004XX E 71ST ST,ILLEGAL ILL LOTTERY,STREET,True,2004,41.766,-87.614
HH420659,115XX S CHURCH ST,GAME/DICE,STREET,True,2002,41.683,-87.670
G371168,079XX S DREXEL AV,GAME/DICE,SIDEWALK,True,2001,41.750,-87.603
HP150714,051XX S CALUMET AVE,ILLEGAL ILL LOTTERY,STREET,True,2008,41.802,-87.618
G566853,049XX W SUPERIOR ST,GAME/DICE,SIDEWALK,True,2001,41.894,-87.749
HN658515,019XX S SPAULDING AVE,GAME/DICE,SIDEWALK,True,2007,41.855,-87.708
HJ380275,007XX N WALLER AVE,GAME/DICE,SIDEWALK,True,2003,41.894,-87.768
HN479846,006XX W DIVISION ST,OTHER,CHA PARKING LOT/GROUNDS,True,2007,41.904,-87.645
HN373114,042XX W DIVISION ST,GAME/DICE,SIDEWALK,True,2007,41.903,-87.732
HK619467,004XX W 117TH ST,GAME/DICE,STREET,True,2004,41.682,-87.634
HK318879,092XX S SOUTH CHICAGO AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2004,41.727,-87.551
HJ637991,048XX W SUPERIOR ST,GAME/DICE,STREET,True,2003,41.894,-87.747
HR120011,043XX N MILWAUKEE AVE,BOOKMAKING/SPORTS,TAVERN/LIQUOR STORE,True,2009,41.960,-87.754
HT299350,047XX W GLADYS AVE,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2011,41.876,-87.744
HL383076,005XX N LAVERGNE AVE,GAME/DICE,SIDEWALK,True,2005,41.891,-87.751
HN334355,012XX S ALBANY AVE,GAME/DICE,SIDEWALK,True,2007,41.866,-87.703
HY424338,008XX N CENTRAL PARK AVE,GAME/DICE,SIDEWALK,True,2015,41.896,-87.716
HX416967,087XX S WABASH AVE,GAME/DICE,RESIDENCE-GARAGE,True,2014,41.736,-87.623
HL364915,100XX S WALLACE ST,GAME/DICE,STREET,True,2005,41.712,-87.638
HV211601,053XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2012,41.797,-87.663
HR252015,049XX W HUBBARD ST,GAME/DICE,SIDEWALK,True,2009,41.889,-87.749
HM667663,066XX S EVANS AVE,GAME/DICE,SIDEWALK,True,2006,41.774,-87.607
HJ685779,055XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2003,41.793,-87.666
HT398754,062XX S VERNON AVE,GAME/DICE,SIDEWALK,True,2011,41.781,-87.614
HW471410,034XX W MADISON ST,GAME/DICE,SIDEWALK,True,2013,41.881,-87.712
HL735786,048XX S DREXEL BLVD,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2005,41.807,-87.604
HN318930,026XX E 74TH ST,GAME/DICE,SIDEWALK,True,2007,41.761,-87.561
HN590378,075XX S UNION AVE,GAME/DICE,SIDEWALK,True,2007,41.757,-87.642
HK488533,070XX N GLENWOOD AVE,GAME/DICE,SIDEWALK,True,2004,42.011,-87.666
HV336474,064XX S DR MARTIN LUTHER KING JR DR,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2012,41.778,-87.616
HR328484,029XX W WARREN BLVD,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2009,41.882,-87.700
HM732047,066XX S EVANS AVE,GAME/DICE,SIDEWALK,True,2006,41.774,-87.607
HX455413,002XX W 37TH PL,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2014,41.826,-87.633
HL525399,001XX N LAPORTE AVE,GAME/DICE,SIDEWALK,True,2005,41.883,-87.749
HL190418,056XX S NORMAL BLVD,GAME/DICE,SIDEWALK,True,2005,41.792,-87.638
HT507321,065XX S MOZART ST,GAME/DICE,SIDEWALK,True,2011,41.775,-87.695
HN224239,031XX W 19TH ST,GAME/DICE,SIDEWALK,True,2007,41.855,-87.705
HL403614,053XX W MADISON ST,GAME/DICE,SIDEWALK,True,2005,41.880,-87.759
G045315,039XX S PRAIRIE AV,GAME/DICE,SIDEWALK,True,2001,41.822,-87.620
HL573855,027XX S ELEANOR ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2005,41.844,-87.660
HS625334,030XX E 79TH ST,GAME/DICE,OTHER,True,2010,41.752,-87.550
HP227500,045XX S DREXEL BLVD,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2008,41.812,-87.604
HM364765,069XX S MORGAN ST,GAME/DICE,STREET,True,2006,41.768,-87.649
HZ446996,051XX W CONCORD PL,GAME/DICE,SIDEWALK,True,2016,41.910,-87.754
HJ586755,049XX W HUBBARD ST,GAME/DICE,SIDEWALK,True,2003,41.889,-87.749
HW201858,049XX W IOWA ST,GAME/DICE,SIDEWALK,True,2013,41.897,-87.749
HL626843,050XX W FULLERTON AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2005,41.924,-87.752
HM607775,056XX W NORTH AVE,GAME/DICE,SIDEWALK,True,2006,41.909,-87.768
HL293817,092XX S SAGINAW AVE,GAME/DICE,OTHER,True,2005,41.727,-87.559
HM571374,089XX S UNIVERSITY AVE,GAME/DICE,STREET,True,2006,41.732,-87.596
HX325726,053XX W MONROE ST,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2014,41.879,-87.758
G346270,068XX S CORNELL AV,BOOKMAKING/SPORTS,SIDEWALK,True,2001,41.771,-87.585
HM695770,054XX W WASHINGTON BLVD,GAME/DICE,SIDEWALK,True,2006,41.882,-87.761
HN683561,051XX W MADISON ST,GAME/DICE,SIDEWALK,True,2007,41.880,-87.753
HN418169,012XX N KEELER AVE,GAME/DICE,SIDEWALK,True,2007,41.904,-87.731
HJ406720,060XX S CARPENTER ST,GAME/DICE,SIDEWALK,True,2003,41.785,-87.651
HY187950,044XX W MAYPOLE AVE,GAME/DICE,SIDEWALK,True,2015,41.885,-87.737
HP538456,035XX W LEXINGTON ST,GAME/DICE,SIDEWALK,True,2008,41.872,-87.714
HJ631210,087XX S MORGAN ST,GAME/DICE,STREET,True,2003,41.735,-87.648
HN378982,016XX W MAYPOLE AVE,GAME/DICE,SIDEWALK,True,2007,41.884,-87.668
HK435941,054XX S WINCHESTER AVE,GAME/DICE,ALLEY,True,2004,41.795,-87.673
HW269950,015XX S HARDING AVE,GAME/DICE,SIDEWALK,True,2013,41.860,-87.724
HW512340,007XX N DRAKE AVE,GAME/DICE,SIDEWALK,True,2013,41.895,-87.715
HL188382,020XX N BURLING ST,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2005,41.919,-87.647
HJ644795,016XX W 81ST ST,GAME/DICE,STREET,True,2003,41.747,-87.664
HS123419,044XX W 55TH ST,GAME/AMUSEMENT DEVICE,GAS STATION,True,2010,41.793,-87.733
HN389177,020XX W 69TH PL,GAME/DICE,SIDEWALK,True,2007,41.768,-87.674
HR446204,007XX N RIDGEWAY AVE,GAME/DICE,SIDEWALK,True,2009,41.894,-87.720
HS449656,013XX W 110TH ST,GAME/DICE,ALLEY,True,2010,41.694,-87.656
HP154681,125XX S HALSTED ST,ILLEGAL ILL LOTTERY,STREET,True,2008,41.666,-87.642
HK288717,069XX N GLENWOOD AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2004,42.007,-87.666
HK634514,087XX S THROOP ST,GAME/DICE,ALLEY,True,2004,41.735,-87.656
HP481652,065XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2008,41.775,-87.685
HY375210,005XX N SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2015,41.891,-87.724
HK205468,051XX S PRAIRIE AVE,ILLEGAL ILL LOTTERY,STREET,True,2004,41.801,-87.619
G677416,069XX S THROOP ST,GAME/DICE,SIDEWALK,True,2001,41.767,-87.656
HM246318,062XX S LANGLEY AVE,GAME/DICE,OTHER,True,2006,41.781,-87.608
HT239154,007XX N LOTUS AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2011,41.893,-87.762
HK347595,082XX S MARYLAND AVE,GAME/DICE,OTHER,True,2004,41.745,-87.604
HV522176,058XX S WABASH AVE,GAME/DICE,ALLEY,True,2012,41.789,-87.624
HN614411,015XX S SPAULDING AVE,GAME/DICE,SIDEWALK,True,2007,41.860,-87.708
HM293148,080XX S MARYLAND AVE,GAME/DICE,SIDEWALK,True,2006,41.749,-87.604
HR626379,003XX N LONG AVE,GAME/DICE,SIDEWALK,True,2009,41.886,-87.760
HH790380,029XX E 80TH PL,GAME/DICE,SIDEWALK,True,2002,41.749,-87.552
G462802,067XX S ELIZABETH ST,GAME/DICE,SIDEWALK,True,2001,41.771,-87.655
HY322657,074XX W ADDISON ST,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2015,41.945,-87.812
HN445956,062XX S WESTERN AVE,GAME/DICE,ALLEY,True,2007,41.780,-87.684
HN496945,008XX W 52ND ST,GAME/DICE,SIDEWALK,True,2007,41.800,-87.646
G298306,0000X N PINE AV,GAME/DICE,STREET,True,2001,41.882,-87.763
HK531309,061XX S EVANS AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2004,41.783,-87.607
HP273963,039XX W LEXINGTON ST,GAME/DICE,SIDEWALK,True,2008,41.872,-87.724
HH744576,020XX W 79TH ST,GAME/DICE,ALLEY,True,2002,41.750,-87.675
HR299579,007XX N WALLER AVE,GAME/DICE,SIDEWALK,True,2009,41.894,-87.768
HN507372,009XX W 53RD ST,GAME/DICE,SIDEWALK,True,2007,41.798,-87.649
HJ516872,070XX S CLYDE AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2003,41.768,-87.574
HT578024,012XX N MAYFIELD AVE,GAME/DICE,SIDEWALK,True,2011,41.903,-87.773
HM710957,080XX S HERMITAGE AVE,GAME/DICE,SIDEWALK,True,2006,41.747,-87.667
HR528027,047XX W GLADYS AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2009,41.876,-87.744
HN328246,036XX W DOUGLAS BLVD,GAME/DICE,STREET,True,2007,41.862,-87.717
HX247431,069XX S THROOP ST,GAME/DICE,SIDEWALK,True,2014,41.768,-87.657
HV528566,062XX S RHODES AVE,GAME/DICE,SIDEWALK,True,2012,41.782,-87.612
HN398791,022XX S KOLIN AVE,GAME/DICE,SIDEWALK,True,2007,41.851,-87.732
HK700199,044XX S LA CROSSE AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2004,41.813,-87.745
HV415219,075XX S ESSEX AVE,GAME/DICE,SIDEWALK,True,2012,41.759,-87.564
HV360590,063XX S FAIRFIELD AVE,GAME/DICE,SIDEWALK,True,2012,41.779,-87.692
HM556789,049XX W AUGUSTA BLVD,GAME/DICE,SIDEWALK,True,2006,41.899,-87.750
HH508206,069XX S JUSTINE ST,GAME/DICE,OTHER,True,2002,41.768,-87.663
HT451496,058XX S ARTESIAN AVE,GAME/DICE,STREET,True,2011,41.788,-87.685
HJ284423,067XX S HONORE ST,GAME/DICE,SIDEWALK,True,2003,41.771,-87.670
HJ706906,016XX W NORTH AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.911,-87.668
HH416114,077XX S SANGAMON ST,GAME/DICE,STREET,True,2002,41.753,-87.648
HP498491,022XX S KIRKLAND AVE,GAME/DICE,SIDEWALK,True,2008,41.851,-87.733
G410151,026XX W OGDEN AV,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2001,41.862,-87.693
G490825,040XX W 15 ST,GAME/DICE,SIDEWALK,True,2001,41.861,-87.725
HN434920,065XX S LOWE AVE,GAME/DICE,SIDEWALK,True,2007,41.776,-87.641
HN385220,027XX W WARREN BLVD,GAME/DICE,SIDEWALK,True,2007,41.882,-87.695
G546153,067XX S BLACKSTONE AV,GAME/DICE,STREET,True,2001,41.772,-87.589
HT433813,078XX S MARYLAND AVE,GAME/DICE,SIDEWALK,True,2011,41.752,-87.604
HY233236,012XX W 97TH PL,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2015,41.717,-87.654
HS243409,051XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2010,41.876,-87.754
HH623374,046XX S PRAIRIE AVE,GAME/DICE,STREET,True,2002,41.810,-87.620
HL528411,048XX W MONROE ST,GAME/DICE,SIDEWALK,True,2005,41.879,-87.746
HS286164,027XX S INDIANA AVE,GAME/DICE,SIDEWALK,True,2010,41.844,-87.622
HM739635,050XX S ELIZABETH ST,GAME/DICE,SIDEWALK,True,2006,41.803,-87.656
HK344248,055XX W LAKE ST,ILLEGAL ILL LOTTERY,STREET,True,2004,41.888,-87.764
HK495876,062XX S CHAMPLAIN AVE,GAME/DICE,STREET,True,2004,41.782,-87.610
HL394383,051XX S HARPER AVE,GAME/DICE,ALLEY,True,2005,41.802,-87.589
HJ466261,012XX N WALLER AVE,GAME/DICE,SIDEWALK,True,2003,41.903,-87.768
HH363046,019XX N HUMBOLDT BLVD,GAME/DICE,SIDEWALK,True,2002,41.916,-87.702
HT389823,060XX S PRAIRIE AVE,GAME/DICE,SIDEWALK,True,2011,41.785,-87.619
HJ363392,113XX S EDBROOKE AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2003,41.688,-87.619
HM562446,084XX S THROOP ST,GAME/DICE,STREET,True,2006,41.740,-87.656
HL567560,080XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2005,41.748,-87.665
HH310757,056XX S ABERDEEN ST,GAME/DICE,STREET,True,2002,41.792,-87.652
HN583018,054XX W ADAMS ST,GAME/CARDS,ALLEY,True,2007,41.878,-87.760
HN600510,001XX N PINE AVE,GAME/DICE,ALLEY,True,2007,41.883,-87.763
HT187967,028XX W MONROE ST,GAME/DICE,SIDEWALK,True,2011,41.880,-87.697
HM269492,023XX W JACKSON BLVD,GAME/DICE,VACANT LOT/LAND,True,2006,41.878,-87.685
HR487436,049XX W MONROE ST,GAME/DICE,SIDEWALK,True,2009,41.879,-87.748
HK637573,069XX N GLENWOOD AVE,GAME/DICE,SIDEWALK,True,2004,42.008,-87.666
HN585705,011XX S MASON AVE,GAME/DICE,SIDEWALK,True,2007,41.866,-87.773
HV280323,053XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2012,41.797,-87.663
HY313909,051XX W QUINCY ST,GAME/DICE,ALLEY,True,2015,41.878,-87.754
HR280020,008XX N LAMON AVE,GAME/DICE,SIDEWALK,True,2009,41.896,-87.748
HT530851,054XX S HALSTED ST,GAME/DICE,STREET,True,2011,41.795,-87.645
HH786883,050XX W ERIE ST,GAME/DICE,SIDEWALK,True,2002,41.892,-87.751
HK473904,077XX S HALSTED ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2004,41.754,-87.644
G713233,065XX S CHAMPLAIN AV,GAME/DICE,SIDEWALK,True,2001,41.776,-87.610
HM686248,006XX N HOMAN AVE,GAME/DICE,SIDEWALK,True,2006,41.893,-87.711
HK620682,006XX N RIDGEWAY AVE,GAME/DICE,SIDEWALK,True,2004,41.892,-87.720
HJ605715,052XX W LEXINGTON ST,OTHER,SIDEWALK,True,2003,41.871,-87.756
HL740532,007XX N WALLER AVE,GAME/DICE,SIDEWALK,True,2005,41.893,-87.768
HJ724281,025XX E 79TH ST,GAME/DICE,RESTAURANT,True,2003,41.752,-87.564
HK561636,028XX W ROOSEVELT RD,GAME/DICE,SIDEWALK,True,2004,41.866,-87.697
HN511062,003XX W 57TH ST,GAME/DICE,PARK PROPERTY,True,2007,41.791,-87.635
HH426216,041XX S CAMPBELL AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,41.818,-87.687
HR159304,0000X E GARFIELD BLVD,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2009,41.794,-87.625
HP698727,021XX S STATE ST,GAME/DICE,SIDEWALK,True,2008,41.854,-87.627
HL303516,079XX S MERRILL AVE,GAME/DICE,SIDEWALK,True,2005,41.751,-87.572
HV359243,042XX S ST LAWRENCE AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2012,41.817,-87.612
HZ226402,056XX W MADISON ST,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2016,41.880,-87.765
HP556687,064XX S DR MARTIN LUTHER KING JR DR,GAME/DICE,SIDEWALK,True,2008,41.778,-87.616
G589532,055XX S HERMITAGE AV,GAME/DICE,STREET,True,2001,41.793,-87.668
HN295284,014XX W MORSE AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2007,42.008,-87.667
HN512871,051XX S WOLCOTT AVE,GAME/DICE,SIDEWALK,True,2007,41.800,-87.672
HJ374026,074XX S VINCENNES AVE,ILLEGAL ILL LOTTERY,STREET,True,2003,41.759,-87.631
HT319269,003XX W 75TH ST,GAME/DICE,SIDEWALK,True,2011,41.758,-87.634
HX369942,047XX W ERIE ST,OTHER,SIDEWALK,True,2014,41.892,-87.745
HL650726,015XX W WASHBURNE AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2005,41.866,-87.665
HK450919,048XX N WINTHROP AVE,GAME/DICE,SIDEWALK,True,2004,41.970,-87.658
HL653682,039XX W MADISON ST,GAME/DICE,SIDEWALK,True,2005,41.881,-87.724
HP410594,015XX S RIDGEWAY AVE,GAME/DICE,SIDEWALK,True,2008,41.860,-87.719
HZ360244,052XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2016,41.878,-87.756
HL528277,104XX S STATE ST,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2005,41.705,-87.623
HJ655557,024XX W CHICAGO AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.896,-87.687
HN476964,005XX E 62ND ST,GAME/DICE,SIDEWALK,True,2007,41.782,-87.613
HL744308,022XX S MILLARD AVE,GAME/DICE,SIDEWALK,True,2005,41.851,-87.716
HP532266,057XX S RACINE AVE,GAME/DICE,PARK PROPERTY,True,2008,41.790,-87.655
HV246609,067XX S EAST END AVE,GAME/DICE,SIDEWALK,True,2012,41.772,-87.584
HP373533,057XX S RACINE AVE,GAME/DICE,SIDEWALK,True,2008,41.790,-87.655
HL171443,070XX S DORCHESTER AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2005,41.768,-87.591
HN503179,074XX S LANGLEY AVE,GAME/DICE,ALLEY,True,2007,41.760,-87.608
HS150129,028XX W ROOSEVELT RD,GAME/DICE,CTA GARAGE / OTHER PROPERTY,True,2010,41.866,-87.698
HP540925,077XX S CARPENTER ST,GAME/DICE,SIDEWALK,True,2008,41.753,-87.650
HM746968,007XX N HOMAN AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2006,41.894,-87.711
HX447885,051XX W CRYSTAL ST,GAME/DICE,SIDEWALK,True,2014,41.903,-87.754
HP496295,009XX N HARDING AVE,GAME/DICE,SIDEWALK,True,2008,41.898,-87.725
HP325946,059XX S CAMPBELL AVE,GAME/DICE,SIDEWALK,True,2008,41.786,-87.686
HK428641,008XX N CENTRAL AVE,GAME/DICE,ALLEY,True,2004,41.896,-87.765
HJ302823,057XX S THROOP ST,GAME/DICE,SIDEWALK,True,2003,41.790,-87.657
HH652853,039XX W ROOSEVELT RD,GAME/DICE,SIDEWALK,True,2002,41.866,-87.724
HR228227,025XX W LITHUANIAN PLAZA CT,GAME/DICE,OTHER,True,2009,41.768,-87.686
HV407500,059XX W IOWA ST,GAME/DICE,SIDEWALK,True,2012,41.897,-87.773
G526938,023XX S WENTWORTH AV,GAME/CARDS,OTHER,True,2001,41.850,-87.632
G221082,130XX S EVANS AV,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2001,41.657,-87.604
HM308231,039XX W MADISON ST,GAME/DICE,STREET,True,2006,41.881,-87.725
HJ737312,007XX N TRUMBULL AVE,GAME/DICE,STREET,True,2003,41.894,-87.713
HM447565,016XX S PULASKI RD,BOOKMAKING/SPORTS,SIDEWALK,True,2006,41.858,-87.725
HS197837,008XX E 65TH ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2010,41.777,-87.604
HS160732,085XX S INGLESIDE AVE,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2010,41.740,-87.601
G025976,077XX S STEWART AV,GAME/DICE,STREET,True,2001,41.753,-87.634
HT373618,081XX S MUSKEGON AVE,GAME/DICE,SIDEWALK,True,2011,41.748,-87.555
HW405073,054XX S INDIANA AVE,GAME/DICE,ALLEY,True,2013,41.796,-87.621
HM328192,007XX N LAWNDALE AVE,GAME/DICE,SIDEWALK,True,2006,41.894,-87.719
HN328880,001XX W 112TH ST,GAME/DICE,SIDEWALK,False,2007,41.691,-87.626
HP407072,007XX N SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2008,41.894,-87.724
HR446910,090XX S MACKINAW AVE,GAME/DICE,ALLEY,True,2009,41.732,-87.543
HL361811,053XX S WOLCOTT AVE,GAME/DICE,SIDEWALK,True,2005,41.797,-87.672
HN434433,007XX N LAWNDALE AVE,GAME/DICE,SIDEWALK,True,2007,41.894,-87.719
HH461257,063XX S KARLOV AVE,WIREROOM/SPORTS,STREET,True,2002,41.778,-87.725
HH569417,085XX S CALUMET AVE,GAME/DICE,ALLEY,True,2002,41.739,-87.616
HR554537,069XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2009,41.768,-87.663
HN157655,004XX E 111TH ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2007,41.693,-87.611
HV375900,003XX S CALIFORNIA AVE,GAME/DICE,SIDEWALK,True,2012,41.876,-87.696
HP313871,049XX W IOWA ST,GAME/DICE,SIDEWALK,True,2008,41.897,-87.750
HJ275805,050XX S LOOMIS BLVD,GAME/DICE,STREET,True,2003,41.802,-87.660
HH687764,013XX W 98TH PL,GAME/DICE,RESIDENCE,True,2002,41.715,-87.656
HN589111,084XX S GREEN ST,GAME/DICE,VACANT LOT/LAND,True,2007,41.741,-87.645
HK537231,046XX S WESTERN AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2004,41.810,-87.684
HP245693,008XX E 50TH ST,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2008,41.804,-87.606
HM574123,056XX S ADA ST,GAME/DICE,SIDEWALK,True,2006,41.792,-87.658
HP576908,008XX N RIDGEWAY AVE,GAME/DICE,SIDEWALK,True,2008,41.896,-87.720
G665176,080XX S CARPENTER ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2001,41.748,-87.650
HM400313,022XX S WENTWORTH AVE,OTHER,OTHER,True,2006,41.852,-87.632
HN109698,054XX S LAFLIN ST,GAME/DICE,SIDEWALK,True,2007,41.795,-87.662
HM605882,010XX N LAWNDALE AVE,GAME/DICE,SIDEWALK,True,2006,41.900,-87.719
HT481530,047XX S SHIELDS AVE,GAME/DICE,SIDEWALK,True,2011,41.808,-87.635
G049511,016XX W NORTH AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.911,-87.668
HM310651,079XX S COLFAX AVE,GAME/DICE,STREET,True,2006,41.751,-87.561
HS503034,052XX W FERDINAND ST,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2010,41.889,-87.757
HW413470,056XX S SHIELDS AVE,GAME/DICE,SIDEWALK,True,2013,41.792,-87.634
HK625325,065XX S COTTAGE GROVE AVE,ILLEGAL ILL LOTTERY,STREET,True,2004,41.776,-87.606
G539348,063XX S ALBANY AV,GAME/DICE,SIDEWALK,True,2001,41.779,-87.701
HZ313524,072XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2016,41.762,-87.684
HK594370,031XX W FIFTH AVE,GAME/DICE,SIDEWALK,True,2004,41.879,-87.704
HN438394,089XX S MACKINAW AVE,GAME/DICE,SIDEWALK,True,2007,41.733,-87.543
HH298837,070XX S WOODLAWN AV,GAME/DICE,ABANDONED BUILDING,True,2002,41.767,-87.595
HZ218796,036XX N HARLEM AVE,GAME/AMUSEMENT DEVICE,OTHER,True,2016,41.946,-87.807
HV500449,012XX S FAIRFIELD AVE,GAME/DICE,SIDEWALK,True,2012,41.865,-87.695
HR163610,013XX S CHRISTIANA AVE,GAME/DICE,SIDEWALK,True,2009,41.864,-87.709
G455736,036XX W DIVISION ST,GAME/DICE,SIDEWALK,True,2001,41.903,-87.718
HJ575032,028XX W 25TH ST,GAME/DICE,SIDEWALK,True,2003,41.846,-87.696
HM446916,013XX W 13TH ST,GAME/CARDS,STREET,True,2006,41.865,-87.660
HK543366,017XX N TALMAN AVE,GAME/CARDS,RESIDENCE,True,2004,41.913,-87.693
HL661572,072XX S WINCHESTER AVE,GAME/DICE,ALLEY,True,2005,41.762,-87.672
HT458082,056XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2011,41.791,-87.661
HS543744,007XX S ALBANY AVE,GAME/DICE,SIDEWALK,True,2010,41.872,-87.703
HL633670,022XX S STATE ST,GAME/DICE,SIDEWALK,True,2005,41.852,-87.627
HX273464,048XX W MONROE ST,GAME/DICE,SIDEWALK,True,2014,41.879,-87.746
HK323010,067XX S COTTAGE GROVE AVE,ILLEGAL ILL LOTTERY,STREET,True,2004,41.773,-87.606
HM720871,026XX W LAWRENCE AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2006,41.969,-87.695
HV408025,031XX W 13TH ST,GAME/DICE,SIDEWALK,True,2012,41.865,-87.705
G521340,079XX W BELMONT AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.938,-87.826
HL392918,061XX S EBERHART AVE,GAME/DICE,ALLEY,True,2005,41.783,-87.613
HS509167,052XX S GREEN ST,GAME/DICE,SIDEWALK,True,2010,41.799,-87.647
HK558128,063XX N WESTERN AVE,GAME/CARDS,RESTAURANT,True,2004,41.996,-87.690
