Case Number,Block,Description,Location Description,Arrest,Year,Latitude,Longitude
HP440907,022XX S WENTWORTH AVE,GAME/CARDS,STREET,True,2008,41.852,-87.632
HM328570,022XX S WENTWORTH AVE,OTHER,STREET,True,2006,41.852,-87.632
HW318512,053XX W ADAMS ST,GAME/DICE,ALLEY,True,2013,41.878,-87.758
HR325849,073XX S OAKLEY AVE,GAME/DICE,SIDEWALK,True,2009,41.760,-87.681
HN289149,007XX N PARKSIDE AVE,GAME/DICE,ALLEY,True,2007,41.894,-87.767
HT385526,044XX W WASHINGTON BLVD,GAME/DICE,SIDEWALK,True,2011,41.882,-87.737
HM295890,021XX W JACKSON BLVD,GAME/DICE,SIDEWALK,True,2006,41.878,-87.680
HN569696,013XX W WASHBURNE AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2007,41.866,-87.660
HH855817,0000X W 79TH ST,OTHER,CTA PLATFORM,True,2002,41.751,-87.625
HM643692,009XX N ST LOUIS AVE,GAME/DICE,SIDEWALK,True,2006,41.898,-87.714
HY186620,038XX W FERDINAND ST,GAME/DICE,SIDEWALK,True,2015,41.890,-87.722
HN446706,065XX S EVANS AVE,GAME/DICE,STREET,True,2007,41.776,-87.607
HR440633,002XX N LARAMIE AVE,GAME/DICE,ALLEY,True,2009,41.885,-87.755
HL717251,068XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2005,41.769,-87.685
HJ663595,063XX S EVANS AVE,OTHER,SIDEWALK,True,2003,41.780,-87.607
HS322261,042XX W CULLERTON ST,GAME/DICE,SIDEWALK,True,2010,41.854,-87.731
HW475922,030XX W WALNUT ST,GAME/DICE,SIDEWALK,True,2013,41.885,-87.702
HR621210,039XX S PRAIRIE AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2009,41.823,-87.620
HH486732,118XX S WALLACE ST,GAME/DICE,ABANDONED BUILDING,True,2002,41.679,-87.637
HL494372,017XX N MAYFIELD AVE,OTHER,SIDEWALK,True,2005,41.912,-87.773
HP363509,013XX S KOLIN AVE,OTHER,SIDEWALK,True,2008,41.864,-87.734
HK412886,016XX N MAYFIELD AVE,GAME/DICE,SIDEWALK,True,2004,41.910,-87.773
HK326504,070XX S WINCHESTER AVE,GAME/DICE,SIDEWALK,True,2004,41.766,-87.672
HM587617,030XX W NORTH AVE,GAME/DICE,PARK PROPERTY,True,2006,41.910,-87.703
HH843641,043XX S MICHIGAN AVE,ILLEGAL ILL LOTTERY,STREET,True,2002,41.816,-87.623
HN232311,054XX S HALSTED ST,GAME/DICE,RESTAURANT,True,2007,41.795,-87.645
HK680492,059XX N MAGNOLIA AVE,GAME/DICE,SIDEWALK,True,2004,41.989,-87.662
HL403607,050XX S WINCHESTER AVE,GAME/DICE,SIDEWALK,True,2005,41.803,-87.673
HN338955,052XX W FERDINAND ST,GAME/DICE,SIDEWALK,True,2007,41.889,-87.756
HH581818,063XX W GUNNISON ST,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2002,41.968,-87.787
HR436569,029XX W ROOSEVELT RD,GAME/DICE,PARK PROPERTY,True,2009,41.866,-87.700
HL528661,002XX W CERMAK RD,OTHER,SIDEWALK,True,2005,41.853,-87.633
HR446240,100XX S PERRY AVE,BOLITA OR BOLI PUL/RUNNER,SIDEWALK,False,2009,41.712,-87.626
HR459237,016XX W GARFIELD BLVD,GAME/DICE,SIDEWALK,True,2009,41.794,-87.666
HP566061,0000X W 112TH ST,GAME/DICE,SIDEWALK,True,2008,41.691,-87.624
HN527180,039XX W LEXINGTON ST,GAME/DICE,SIDEWALK,True,2007,41.872,-87.724
HJ317240,011XX E 47TH ST,GAME/DICE,OTHER,True,2003,41.810,-87.598
G542571,015XX W 80 ST,GAME/DICE,STREET,True,2001,41.749,-87.662
HP280795,077XX S MARSHFIELD AVE,GAME/DICE,RESIDENCE,True,2008,41.753,-87.665
HR534070,057XX S LOOMIS BLVD,GAME/DICE,SIDEWALK,True,2009,41.790,-87.660
HV471611,072XX S MAY ST,GAME/DICE,SIDEWALK,True,2012,41.763,-87.653
HH456119,043XX W WILCOX ST,GAME/DICE,SIDEWALK,True,2002,41.879,-87.734
HK707084,007XX N HARDING AVE,GAME/DICE,SIDEWALK,True,2004,41.894,-87.725
HN314920,009XX N LAVERGNE AVE,GAME/DICE,SIDEWALK,True,2007,41.897,-87.751
HX373649,012XX S KOLIN AVE,GAME/DICE,SIDEWALK,True,2014,41.865,-87.734
HV443236,011XX N PULASKI RD,GAME/DICE,PARK PROPERTY,True,2012,41.902,-87.726
G163698,049XX S ARCHER AV,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2001,41.803,-87.722
HV403468,022XX S KOLIN AVE,GAME/DICE,SIDEWALK,True,2012,41.851,-87.732
G346254,011XX N LAMON AV,GAME/DICE,STREET,True,2001,41.901,-87.749
HM561437,043XX W MAYPOLE AVE,GAME/DICE,SIDEWALK,True,2006,41.885,-87.735
HR407894,013XX N MAYFIELD AVE,GAME/DICE,SIDEWALK,True,2009,41.905,-87.773
HM359478,004XX W 57TH PL,GAME/DICE,SIDEWALK,True,2006,41.790,-87.636
HH737678,061XX S MAY ST,GAME/DICE,SIDEWALK,True,2002,41.782,-87.653
HM213576,047XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2006,41.876,-87.744
HN653754,047XX W WASHINGTON BLVD,GAME/DICE,SIDEWALK,True,2007,41.882,-87.744
HS407183,011XX N LECLAIRE AVE,GAME/DICE,SIDEWALK,True,2010,41.901,-87.753
HW329522,014XX S SPAULDING AVE,GAME/DICE,SIDEWALK,True,2013,41.862,-87.708
HL319758,048XX W CONCORD PL,OTHER,SIDEWALK,True,2005,41.911,-87.747
HL338870,048XX N SPAULDING AVE,GAME/CARDS,RESTAURANT,True,2005,41.969,-87.711
HS528151,078XX S CREGIER AVE,GAME/DICE,SIDEWALK,True,2010,41.753,-87.581
HP488432,011XX S CENTRAL PARK AVE,GAME/DICE,SIDEWALK,True,2008,41.867,-87.715
G400499,064XX S HOYNE AV,GAME/DICE,STREET,True,2001,41.777,-87.676
HS297537,007XX E 43RD ST,GAME/DICE,SIDEWALK,True,2010,41.817,-87.608
HN299331,064XX S ELLIS AVE,GAME/DICE,SIDEWALK,True,2007,41.778,-87.600
HK527635,057XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2004,41.789,-87.661
HN535236,070XX S DANTE AVE,GAME/DICE,PARK PROPERTY,True,2007,41.767,-87.589
HR496588,014XX W 114TH PL,GAME/DICE,SIDEWALK,True,2009,41.686,-87.659
HM579733,056XX W MADISON ST,GAME/DICE,SIDEWALK,True,2006,41.880,-87.767
HH367469,065XX S CLAREMONT AVE,GAME/DICE,SIDEWALK,True,2002,41.775,-87.682
HN458346,020XX W 69TH ST,GAME/DICE,SIDEWALK,True,2007,41.768,-87.674
G363324,048XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2001,41.878,-87.745
HM113419,002XX W 105TH ST,GAME/CARDS,ALLEY,True,2006,41.703,-87.629
HK462995,078XX S MARYLAND AVE,GAME/DICE,STREET,True,2004,41.752,-87.604
HL366096,002XX W 113TH ST,GAME/DICE,ALLEY,True,2005,41.689,-87.629
HK616663,007XX N WALLER AVE,GAME/DICE,SIDEWALK,True,2004,41.893,-87.768
G202666,069XX W DIVERSEY AV,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.931,-87.799
HJ562442,060XX N BROADWAY,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.992,-87.660
G278790,071XX S KING DR,OTHER,SIDEWALK,True,2001,41.765,-87.615
HK456426,001XX W 109TH PL,GAME/DICE,SIDEWALK,True,2004,41.695,-87.626
HN532566,048XX N SPAULDING AVE,GAME/CARDS,OTHER,True,2007,41.969,-87.711
G317524,052XX S EMERALD AV,GAME/DICE,STREET,True,2001,41.799,-87.644
HK431159,044XX W VAN BUREN ST,GAME/DICE,SIDEWALK,True,2004,41.875,-87.736
HL760861,006XX N ST LOUIS AVE,GAME/DICE,SIDEWALK,True,2005,41.893,-87.714
HR549508,130XX S DREXEL AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2009,41.658,-87.600
HM374218,054XX S ASHLAND AVE,ILLEGAL ILL LOTTERY,STREET,True,2006,41.795,-87.665
HH377696,038XX S PRAIRIE AVE,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2002,41.825,-87.620
HV425190,063XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2012,41.778,-87.685
HR375337,0000X W 103RD PL,GAME/DICE,ALLEY,True,2009,41.706,-87.625
HL673371,0000X N LECLAIRE AVE,GAME/DICE,SIDEWALK,True,2005,41.881,-87.753
HL160830,006XX W IRVING PARK RD,GAME/CARDS,APARTMENT,True,2005,41.955,-87.647
G193919,048XX W GLADYS AV,GAME/AMUSEMENT DEVICE,SIDEWALK,True,2001,41.876,-87.746
HJ506959,047XX N LINCOLN AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2003,41.968,-87.688
HX447330,043XX W WILCOX ST,GAME/DICE,SIDEWALK,True,2014,41.879,-87.734
G423517,026XX W 63 ST,GAME/DICE,SIDEWALK,True,2001,41.779,-87.689
HX230885,005XX N SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2014,41.891,-87.724
HN272423,015XX W MADISON ST,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2007,41.881,-87.665
HN704109,071XX S EAST END AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2007,41.765,-87.584
HW486300,057XX S RACINE AVE,OTHER,SIDEWALK,True,2013,41.790,-87.655
G283189,113XX S CARPENTER ST,GAME/DICE,STREET,True,2001,41.689,-87.648
HL339308,042XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2005,41.876,-87.732
HS270943,010XX N HARDING AVE,GAME/DICE,SIDEWALK,True,2010,41.900,-87.725
HK148522,064XX S DR MARTIN LUTHER KING JR DR,ILLEGAL ILL LOTTERY,STREET,True,2004,41.778,-87.616
HS483726,011XX N LAWLER AVE,GAME/DICE,SIDEWALK,True,2010,41.901,-87.752
HH350121,133XX S BRANDON AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,41.653,-87.546
HN324664,048XX W FULTON ST,GAME/DICE,SIDEWALK,True,2007,41.886,-87.746
HZ307690,063XX S TALMAN AVE,GAME/DICE,SIDEWALK,True,2016,41.778,-87.690
HP363001,038XX W 80TH ST,GAME/DICE,ALLEY,True,2008,41.748,-87.718
HJ223693,068XX S JUSTINE ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2003,41.770,-87.663
HX215941,087XX S EXCHANGE AVE,GAME/DICE,SIDEWALK,True,2014,41.737,-87.553
G583101,075XX S ESSEX AV,GAME/DICE,SIDEWALK,True,2001,41.758,-87.564
HL750123,069XX S DORCHESTER AVE,GAME/DICE,SIDEWALK,True,2005,41.768,-87.591
HP142292,107XX S STATE ST,ILLEGAL ILL LOTTERY,STREET,True,2008,41.699,-87.623
HL477134,009XX N CENTRAL PARK AVE,GAME/DICE,SIDEWALK,True,2005,41.898,-87.716
HN470067,078XX S MUSKEGON AVE,GAME/DICE,SIDEWALK,True,2007,41.753,-87.556
HX368649,050XX W SUPERIOR ST,GAME/DICE,SIDEWALK,True,2014,41.894,-87.752
HW329524,005XX N AVERS AVE,GAME/DICE,SIDEWALK,True,2013,41.890,-87.722
HN340614,038XX W AUGUSTA BLVD,GAME/DICE,SIDEWALK,True,2007,41.899,-87.722
HH848969,007XX N WALLER AVE,GAME/CARDS,SIDEWALK,True,2002,41.893,-87.768
HX424972,003XX N LOWER MICHIGAN AVE,GAME/DICE,STREET,True,2014,41.887,-87.625
HN542482,057XX S CALUMET AVE,GAME/DICE,SIDEWALK,True,2007,41.790,-87.617
G593727,014XX N HUMBOLDT BV,GAME/DICE,PARK PROPERTY,True,2001,41.907,-87.702
HR455574,0000X S LOCKWOOD AVE,GAME/DICE,SIDEWALK,True,2009,41.880,-87.758
HR521949,062XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2009,41.781,-87.663
HR422047,054XX W HADDON AVE,GAME/DICE,SIDEWALK,True,2009,41.901,-87.762
HM710495,062XX S CARPENTER ST,OTHER,SIDEWALK,True,2006,41.781,-87.651
HL549262,079XX S JUSTINE ST,GAME/DICE,STREET,True,2005,41.749,-87.662
HZ227524,070XX S LOWE AVE,GAME/DICE,ALLEY,True,2016,41.766,-87.641
HL314021,0000X E 118TH ST,GAME/DICE,ALLEY,True,2005,41.680,-87.622
HK435479,030XX N BROADWAY,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2004,41.937,-87.644
HV406478,057XX S MAY ST,GAME/DICE,SIDEWALK,True,2012,41.790,-87.654
HP534737,050XX W POTOMAC AVE,GAME/DICE,PARK PROPERTY,True,2008,41.904,-87.752
HK610194,009XX N CAMBRIDGE AVE,OTHER,STREET,True,2004,41.899,-87.642
HM740325,037XX W CHICAGO AVE,GAME/DICE,STREET,True,2006,41.895,-87.720
HM519516,013XX W 13TH ST,GAME/DICE,SIDEWALK,True,2006,41.865,-87.660
HL432908,052XX S WOLCOTT AVE,GAME/DICE,SIDEWALK,True,2005,41.799,-87.672
HK218262,057XX W DIVISION ST,GAME/DICE,SIDEWALK,True,2004,41.902,-87.768
HL469458,051XX S CALUMET AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2005,41.801,-87.618
G362291,054XX S INDIANA AV,GAME/DICE,SIDEWALK,True,2001,41.795,-87.621
HW280259,063XX S ALBANY AVE,GAME/DICE,SIDEWALK,True,2013,41.778,-87.701
HJ689406,056XX S WABASH AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2003,41.792,-87.624
HR465753,015XX W SCHREIBER AVE,OTHER,SIDEWALK,True,2009,41.999,-87.669
HH177411,044XX N MILWAUKEE AV,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2002,41.962,-87.756
HM254434,019XX W FOSTER AVE,OTHER,SIDEWALK,True,2006,41.976,-87.678
G562301,069XX S CLYDE AV,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2001,41.769,-87.574
HT352657,062XX S STONY ISLAND AVE,GAME/DICE,PARK PROPERTY,True,2011,41.782,-87.587
HS400953,070XX S CLYDE AVE,GAME/DICE,SIDEWALK,True,2010,41.767,-87.574
HH801816,031XX W DEVON AVE,OTHER,RESTAURANT,True,2002,41.997,-87.707
G496410,015XX S KEELER AV,GAME/DICE,SIDEWALK,True,2001,41.860,-87.730
HT268675,0000X N LATROBE AVE,GAME/DICE,SIDEWALK,True,2011,41.881,-87.756
HY248014,052XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2015,41.799,-87.666
HV513628,051XX S INDIANA AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2012,41.801,-87.621
HR363180,003XX E 29TH ST,GAME/DICE,PARK PROPERTY,True,2009,41.842,-87.619
HR434167,067XX S EAST END AVE,GAME/DICE,SIDEWALK,True,2009,41.773,-87.584
HN575802,002XX N LEAMINGTON AVE,GAME/DICE,SIDEWALK,True,2007,41.885,-87.754
HL710205,046XX S DREXEL BLVD,GAME/DICE,STREET,True,2005,41.811,-87.604
HX217649,059XX W RICE ST,GAME/DICE,SIDEWALK,True,2014,41.896,-87.774
HN396871,015XX S HARDING AVE,GAME/DICE,SIDEWALK,True,2007,41.860,-87.724
HH737494,070XX S CARPENTER ST,GAME/DICE,STREET,True,2002,41.766,-87.651
HK294801,115XX S STEWART AVE,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2004,41.684,-87.632
HN531284,051XX S WOLCOTT AVE,GAME/DICE,SIDEWALK,True,2007,41.800,-87.672
HK487338,033XX W DOUGLAS BLVD,GAME/DICE,SIDEWALK,True,2004,41.863,-87.709
HN426312,020XX W 68TH PL,GAME/DICE,SIDEWALK,True,2007,41.769,-87.675
HZ417712,073XX S WINCHESTER AVE,GAME/DICE,SIDEWALK,True,2016,41.760,-87.672
HK634206,011XX E 80TH ST,GAME/DICE,PARK PROPERTY,True,2004,41.750,-87.596
HP328714,119XX S PRINCETON AVE,GAME/DICE,ALLEY,False,2008,41.677,-87.630
HV314536,057XX S MORGAN ST,GAME/DICE,SIDEWALK,True,2012,41.790,-87.650
HP564478,065XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2008,41.775,-87.660
HK452704,042XX W WILCOX ST,GAME/DICE,SIDEWALK,True,2004,41.879,-87.732
HS284620,035XX W ARTHINGTON ST,GAME/DICE,SIDEWALK,True,2010,41.870,-87.714
HR250526,032XX W FULTON BLVD,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2009,41.886,-87.707
HK541532,010XX E 93RD ST,GAME/DICE,SIDEWALK,True,2004,41.726,-87.598
HW341269,064XX S TALMAN AVE,GAME/DICE,SIDEWALK,True,2013,41.777,-87.690
HV589233,090XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2012,41.730,-87.664
HT330337,053XX S MAY ST,GAME/DICE,SIDEWALK,True,2011,41.797,-87.654
HL711994,054XX S BISHOP ST,GAME/DICE,STREET,True,2005,41.795,-87.661
HM726487,002XX S CENTRAL AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2006,41.877,-87.765
HR497966,066XX S MINERVA AVE,GAME/DICE,SIDEWALK,True,2009,41.774,-87.597
G484815,109XX S VERNON AV,OTHER,STREET,True,2001,41.695,-87.612
HL684472,017XX W PRYOR AVE,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2005,41.692,-87.666
HL343387,066XX S CAMPBELL AVE,GAME/DICE,SIDEWALK,True,2005,41.773,-87.686
HJ269766,067XX S HONORE ST,GAME/DICE,SIDEWALK,True,2003,41.771,-87.670
HJ283746,060XX S RHODES AVE,GAME/DICE,SIDEWALK,True,2003,41.785,-87.612
HV375042,077XX S HOMAN AVE,GAME/DICE,VACANT LOT/LAND,True,2012,41.752,-87.707
HH602576,050XX S PRAIRIE AVE,GAME/DICE,SIDEWALK,True,2002,41.803,-87.619
HR482402,056XX S THROOP ST,GAME/DICE,SIDEWALK,True,2009,41.791,-87.657
HR459400,003XX N LATROBE AVE,GAME/DICE,SIDEWALK,True,2009,41.886,-87.757
HN468493,055XX W CONGRESS PKWY,GAME/DICE,SIDEWALK,True,2007,41.874,-87.763
HY261623,066XX S UNION AVE,GAME/DICE,SIDEWALK,True,2015,41.774,-87.643
HN262176,071XX S EMERALD AVE,GAME/DICE,SIDEWALK,True,2007,41.765,-87.643
HH870195,069XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2002,41.768,-87.663
HN222502,019XX E 72ND PL,GAME/DICE,SIDEWALK,True,2007,41.763,-87.577
HS548376,052XX W QUINCY ST,GAME/DICE,SIDEWALK,True,2010,41.878,-87.756
HT507231,068XX S EAST END AVE,GAME/DICE,SIDEWALK,True,2011,41.771,-87.584
HM498078,047XX W WASHINGTON BLVD,GAME/DICE,SIDEWALK,True,2006,41.882,-87.744
HM391370,113XX S STEWART AVE,GAME/DICE,ALLEY,True,2006,41.688,-87.633
HR642923,003XX E PERSHING RD,GAME/DICE,SIDEWALK,True,2009,41.824,-87.618
HR544303,009XX N LAMON AVE,GAME/DICE,SIDEWALK,True,2009,41.898,-87.748
HJ571319,014XX N KILDARE AVE,GAME/DICE,SIDEWALK,True,2003,41.907,-87.734
HV300246,030XX W FRANKLIN BLVD,GAME/DICE,SIDEWALK,True,2012,41.890,-87.703
HK400350,011XX N PULASKI RD,GAME/DICE,PARK PROPERTY,True,2004,41.902,-87.726
HH404351,007XX N DRAKE AVE,GAME/DICE,STREET,True,2002,41.894,-87.715
HL394769,003XX E 31ST ST,GAME/DICE,PARK PROPERTY,True,2005,41.838,-87.620
HR558297,014XX S SPAULDING AVE,GAME/DICE,SIDEWALK,True,2009,41.862,-87.708
HK465641,056XX S WOLCOTT AVE,GAME/DICE,SIDEWALK,True,2004,41.792,-87.672
HP511571,049XX W MONROE ST,GAME/DICE,SIDEWALK,True,2008,41.879,-87.748
HL218682,066XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2005,41.773,-87.663
HT636810,008XX N LAVERGNE AVE,GAME/DICE,SIDEWALK,True,2011,41.895,-87.751
HP503929,020XX W 68TH ST,GAME/DICE,SIDEWALK,True,2008,41.770,-87.675
HH395474,104XX S WENTWORTH AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2002,41.704,-87.628
HR619163,016XX W HOWARD ST,GAME/DICE,PARK PROPERTY,True,2009,42.019,-87.671
G460930,050XX S INDIANA AV,GAME/DICE,SIDEWALK,True,2001,41.803,-87.621
HH358496,108XX S INDIANA AVE,GAME/DICE,ALLEY,True,2002,41.697,-87.618
HJ741158,031XX N AUSTIN AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2003,41.938,-87.776
HV493302,088XX S BISHOP ST,GAME/DICE,ALLEY,True,2012,41.733,-87.659
HK147643,072XX S JEFFERY BLVD,ILLEGAL ILL LOTTERY,STREET,True,2004,41.764,-87.576
HN438246,013XX W 73RD PL,GAME/DICE,SIDEWALK,True,2007,41.760,-87.658
HN350748,009XX N KEELER AVE,GAME/DICE,STREET,True,2007,41.898,-87.731
HM551432,010XX N LARRABEE ST,GAME/DICE,STREET,True,2006,41.901,-87.643
HT487015,009XX N LONG AVE,GAME/DICE,SIDEWALK,True,2011,41.897,-87.761
G130484,012XX N PARKSIDE AV,GAME/DICE,SIDEWALK,True,2001,41.902,-87.767
HN692163,027XX W BALMORAL AVE,OTHER,STREET,True,2007,41.979,-87.698
HH369659,047XX S INDIANA AVE,ILLEGAL ILL LOTTERY,STREET,True,2002,41.809,-87.621
HM439255,005XX E 67TH ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2006,41.773,-87.611
HY335836,010XX W GRANVILLE AVE,GAME/AMUSEMENT DEVICE,CONVENIENCE STORE,True,2015,41.995,-87.658
HR473145,009XX E 82ND ST,GAME/DICE,SIDEWALK,True,2009,41.746,-87.602
HW480179,059XX W RICE ST,GAME/DICE,SIDEWALK,True,2013,41.896,-87.774
HR474630,054XX W HADDON AVE,GAME/DICE,SIDEWALK,True,2009,41.901,-87.762
HL509522,072XX S YATES BLVD,OTHER,SIDEWALK,True,2005,41.764,-87.566
HN624079,012XX S LAWNDALE AVE,GAME/DICE,SIDEWALK,True,2007,41.865,-87.718
HL753543,039XX W ROOSEVELT RD,GAME/DICE,STREET,True,2005,41.866,-87.723
HH369791,062XX W ADDISON ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,41.946,-87.782
HL544888,087XX S SAGINAW AVE,GAME/DICE,SIDEWALK,True,2005,41.737,-87.560
HL643408,057XX S CALUMET AVE,GAME/DICE,VACANT LOT/LAND,True,2005,41.791,-87.617
G123616,056XX W IRVING PARK RD,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2001,41.953,-87.767
HN594554,029XX W WILCOX ST,GAME/DICE,SIDEWALK,True,2007,41.879,-87.700
HK783843,089XX S NORMAL AVE,GAME/CARDS,RESIDENCE,True,2004,41.732,-87.636
HL218670,014XX W 72ND PL,GAME/DICE,ALLEY,True,2005,41.762,-87.661
HN703987,017XX W 91ST ST,GAME/DICE,ALLEY,True,2007,41.728,-87.667
HM260316,051XX W CHICAGO AVE,GAME/DICE,GAS STATION,True,2006,41.895,-87.755
HH473243,057XX S THROOP ST,GAME/DICE,SIDEWALK,True,2002,41.790,-87.657
HN336895,008XX N TRUMBULL AVE,GAME/DICE,SIDEWALK,True,2007,41.896,-87.713
HP226953,011XX N PULASKI RD,GAME/DICE,SIDEWALK,True,2008,41.902,-87.726
G302675,046XX W 46 ST,GAME/DICE,SIDEWALK,True,2001,41.809,-87.739
HN448501,043XX W 79TH ST,GAME/DICE,PARK PROPERTY,True,2007,41.749,-87.730
HJ166698,025XX W CHICAGO AVE,BOLITA OR BOLI PUL/RUNNER,TAVERN/LIQUOR STORE,True,2003,41.896,-87.690
HH365337,005XX E 40TH ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2002,41.821,-87.613
HN413093,031XX W LEXINGTON ST,GAME/DICE,SIDEWALK,True,2007,41.872,-87.704
HM581755,074XX S COLFAX AVE,GAME/DICE,SIDEWALK,True,2006,41.760,-87.562
HP233243,066XX S PEORIA ST,GAME/DICE,SIDEWALK,True,2008,41.774,-87.647
HP436991,070XX S WENTWORTH AVE,GAME/DICE,SIDEWALK,True,2008,41.767,-87.630
HK510743,053XX W BELMONT AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2004,41.939,-87.760
HT274761,015XX N TALMAN AVE,GAME/DICE,ALLEY,True,2011,41.909,-87.693
G714170,074XX W TALCOTT AV,BOLITA OR BOLI PUL/RUNNER,STREET,True,2001,41.989,-87.813
HN467749,039XX S LAKE PARK AVE,GAME/DICE,STREET,True,2007,41.823,-87.603
HS244917,003XX N PINE AVE,GAME/DICE,SIDEWALK,True,2010,41.886,-87.763
HH120835,065XX N CLARK ST,GAME/CARDS,OTHER,True,2002,42.001,-87.672
HL410075,002XX W 24TH PL,OTHER,OTHER,True,2005,41.848,-87.633
HH429498,049XX N BROADWAY,BOLITA OR BOLI PUL/RUNNER,RESTAURANT,True,2002,41.973,-87.660
HL404735,076XX S STEWART AVE,GAME/DICE,SIDEWALK,True,2005,41.755,-87.634
HP631784,017XX W 90TH PL,GAME/DICE,SIDEWALK,True,2008,41.729,-87.666
HJ610176,022XX W DEVON AVE,OTHER,TAVERN/LIQUOR STORE,True,2003,41.998,-87.687
HT304794,013XX W 95TH ST,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2011,41.721,-87.656
HX553027,007XX E 92ND ST,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2014,41.728,-87.606
HM254688,014XX W 73RD ST,GAME/DICE,SIDEWALK,True,2006,41.761,-87.661
HR598768,004XX N RIDGEWAY AVE,GAME/DICE,SIDEWALK,True,2009,41.889,-87.720
HR454974,076XX S UNION AVE,GAME/DICE,SIDEWALK,True,2009,41.755,-87.642
HP499167,053XX W MADISON ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2008,41.880,-87.759
HM771705,023XX S WENTWORTH AVE,WIREROOM/SPORTS,STREET,True,2006,41.850,-87.632
HR302614,009XX N DRAKE AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2009,41.898,-87.715
HS243458,071XX S HALSTED ST,GAME/DICE,SIDEWALK,True,2010,41.765,-87.644
HV196262,021XX W 69TH PL,GAME/DICE,ALLEY,True,2012,41.768,-87.677
HK558132,063XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2004,41.779,-87.685
HM430464,047XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2006,41.876,-87.744
HJ474680,006XX N WALLER AVE,GAME/DICE,SIDEWALK,True,2003,41.892,-87.768
HL338792,0000X E OAK ST,WIREROOM/SPORTS,SMALL RETAIL STORE,True,2005,41.901,-87.627
HJ487584,030XX N LARAMIE AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.936,-87.757
G467822,002XX E 106 ST,GAME/DICE,SIDEWALK,True,2001,41.702,-87.618
HY374673,033XX W DOUGLAS BLVD,GAME/DICE,PARK PROPERTY,True,2015,41.862,-87.710
HJ702743,005XX W 57TH ST,GAME/DICE,SIDEWALK,True,2003,41.791,-87.638
HH501123,051XX S HONORE ST,GAME/DICE,STREET,True,2002,41.801,-87.671
HJ110979,012XX W LEXINGTON ST,WIREROOM/SPORTS,OTHER,True,2003,41.872,-87.657
HP504320,016XX N MONITOR AVE,GAME/DICE,SIDEWALK,True,2008,41.910,-87.771
