,Canton,Commune,Language,Residents,Population density per km²,0-19 years,20-64 years,65 years or over,Private households,Surface area in km²,Settlement area,Agricultural area,Wooded area,Unproductive area,East coordinate,North coordinate,Elevation
1618,TI,Mendrisio,it,14942,470.31791,17.43407844,59.00147236,23.5644492,6932,31.77,21.27994956,16.58259773,61.00252207,1.134930643,2720000,1081000,576
1619,TI,Morbio Inferiore,it,4576,2024.778761,18.94667832,57.99825175,23.05506993,2037,2.26,57.89473684,20.1754386,19.29824561,2.631578947,2722600,1079200,310
1620,TI,Novazzano,it,2380,455.0669216,16.72268908,58.02521008,25.25210084,1031,5.23,27.44721689,40.49904031,30.90211132,1.151631478,2719900,1077800,343
1621,TI,Riva San Vitale,it,2646,437.3553719,18.02721088,60.09070295,21.88208617,1180,6.08,15.78947368,10.19736842,72.53289474,1.480263158,2718800,1085000,437
1622,TI,Stabio,it,4591,746.504065,20.75800479,60.09583969,19.14615552,1902,6.15,35.38961039,33.92857143,28.8961039,1.785714286,2716500,1078800,363
1623,TI,Vacallo,it,3398,2071.95122,17.71630371,58.65214832,23.63154797,1547,1.64,52.43902439,14.02439024,32.92682927,0.609756098,2724000,1078600,349
1624,TI,Breggia,it,1988,78.02197802,16.95171026,58.95372233,24.0945674,898,25.5,4.06567631,13.33072713,81.89992181,0.703674746,2722900,1080100,824
1625,TI,Biasca,it,6115,103.4862075,19.05151267,57.43254293,23.5159444,2665,59.0,5.505675081,10.45231238,46.62036253,37.42165001,2717900,1135500,1590
1627,TI,Bosco/Gurin,it,46,2.08995911,8.695652174,60.86956522,30.43478261,25,22.01,0.635785649,24.38692098,30.88101726,44.09627611,2681100,1130000,2019
1628,TI,Campo (Vallemaggia),it,53,1.223735858,3.773584906,60.37735849,35.8490566,33,43.31,0.806265837,8.500345543,50.01151808,40.68187054,2681400,1126900,1805
1629,TI,Cerentino,it,45,2.23880597,13.33333333,53.33333333,33.33333333,26,20.1,1.343283582,4.975124378,71.74129353,21.94029851,2685300,1128800,1498
1630,TI,Cevio,it,1159,7.660277594,16.73856773,58.0672994,25.19413287,538,151.3,0.971451229,5.967486122,37.10679355,55.9542691,2689500,1130100,1888
1631,TI,Linescio,it,48,7.207207207,2.083333333,72.91666667,25.0,29,6.66,1.515151515,2.727272727,70.15151515,25.60606061,2688200,1129200,1296
1632,TI,Maggia,it,2592,23.31983806,19.17438272,58.17901235,22.64660494,1156,111.15,2.104884411,4.560582891,70.00989476,23.32463794,2697900,1122500,1222
1633,TI,Lavizzara,it,509,2.71423239,15.12770138,56.18860511,28.68369352,231,187.53,0.746547219,10.84093212,35.05039194,53.36212873,2694000,1136900,1936
1634,TI,Avegno Gordevio,it,1518,55.5636896,21.60737813,58.82740448,19.56521739,611,27.32,3.6996337,9.194139194,66.41025641,20.6959707,2700700,1120400,1167
1635,TI,Terre di Pedemonte,it,2589,223.3822261,19.1193511,58.3236771,22.5569718,1119,11.59,10.82251082,6.060606061,69.6969697,13.41991342,2699800,1115800,535
1636,TI,Centovalli,it,1147,21.48342386,13.16477768,57.27986051,29.55536181,563,53.5,2.392970649,4.598990466,78.14544775,14.86259114,2697400,1114800,909
1637,TI,Gambarogno,it,5192,100.2316602,17.41140216,59.07164869,23.51694915,2384,51.8,8.47031522,9.224521369,75.84606459,6.45909882,2709600,1111700,941
